onset	duration	run_number	trial_number	bar_direction	bar_period	bar_step	stim_noise_ori	trial_offset	stim_stair_val	response_val	probe_time	reaction_time
3789.69771	1.5503477	1	1	9	1	1	3	3791.248057	n/a	n/a	n/a	n/a
3791.248057	1.5499912	1	2	9	1	2	3	3792.798048	n/a	n/a	n/a	n/a
3792.798048	1.5505221	1	3	9	1	3	3	3794.348571	n/a	n/a	n/a	n/a
3794.348571	1.550277	1	4	9	1	4	3	3795.898848	n/a	n/a	n/a	n/a
3795.898848	1.5502455	1	5	9	1	5	3	3797.449093	n/a	n/a	n/a	n/a
3797.449093	1.5500429	1	6	9	1	6	3	3798.999136	n/a	n/a	n/a	n/a
3798.999136	1.5500522	1	7	9	1	7	3	3800.549188	n/a	n/a	n/a	n/a
3800.549188	1.5503822	1	8	9	1	8	3	3802.09957	n/a	n/a	n/a	n/a
3802.09957	1.5498714	1	9	9	1	9	3	3803.649442	n/a	n/a	n/a	n/a
3803.649442	1.5503456	1	10	9	1	10	3	3805.199787	n/a	n/a	n/a	n/a
3805.199787	1.5502844	1	11	9	1	11	3	3806.750072	n/a	n/a	n/a	n/a
3806.750072	1.5502635	1	12	9	1	12	3	3808.300335	n/a	n/a	n/a	n/a
3808.300335	1.5502648	1	13	1	2	1	2	3809.8506	9	0	3808.784707	0.8772968
3809.8506	1.5501999	1	14	1	2	2	2	3811.4008	10	1	3810.334936	0.2960809
3811.4008	1.5502043	1	15	1	2	3	1	3812.951004	10	0	3811.885215	0.2955931
3812.951004	1.5502051	1	16	1	2	4	2	3814.501209	11	1	3813.435428	0.3928772
3814.501209	1.5502315	1	17	1	2	5	1	3816.051441	11	1	3814.985483	0.3931329
3816.051441	1.550079	1	18	1	2	6	2	3817.60152	11	1	3816.535676	0.4903454
3817.60152	1.5506166	1	19	1	2	7	2	3819.152136	10	n/a	3818.086093	n/a
3819.152136	1.5499611	1	20	1	2	8	2	3820.702098	10	1	3819.636459	0.9749119
3820.702098	1.5502644	1	21	1	2	9	1	3822.252362	10	1	3821.186461	0.5867749
3822.252362	1.5502106	1	22	1	2	10	2	3823.802573	10	1	3822.736703	0.4898504
3823.802573	1.5500616	1	23	1	2	11	1	3825.352634	9	1	3824.286731	0.489588
3825.352634	1.5504786	1	24	1	2	12	1	3826.903113	9	1	3825.837134	0.6847733
3826.903113	1.5501871	1	25	1	2	13	1	3828.4533	9	1	3827.38755	0.6839819
3828.4533	1.5501091	1	26	1	2	14	1	3830.003409	8	1	3828.937833	0.781282
3830.003409	1.5499489	1	27	1	2	15	2	3831.553358	8	1	3830.487687	0.5867741
3831.553358	1.5502251	1	28	1	2	16	2	3833.103583	8	1	3832.037715	0.5868248
3833.103583	1.5499939	1	29	1	2	17	2	3834.653577	7	1	3833.587882	0.587198
3834.653577	1.5501483	1	30	1	2	18	1	3836.203725	7	1	3835.138128	0.7803696
3836.203725	1.5503863	1	31	1	2	19	2	3837.754111	7	1	3836.688453	0.6836888
3837.754111	1.5501968	1	32	1	2	20	2	3839.304308	6	1	3838.238658	0.8770291
3839.304308	1.5500246	1	33	1	2	21	2	3840.854333	6	1	3839.788588	0.9740944
3840.854333	1.5506643	1	34	1	2	22	2	3842.404997	6	1	3841.339074	0.8769115
3842.404997	1.5498348	1	35	1	2	23	2	3843.954832	5	1	3842.889229	0.8772173
3843.954832	1.5505572	1	36	1	2	24	2	3845.505389	5	0	3844.439301	0.5869555
3845.505389	1.5499703	1	37	1	2	25	2	3847.05536	6	1	3845.989561	0.5865114
3847.05536	1.5506283	1	38	1	2	26	1	3848.605988	6	1	3847.539939	0.5863967
3848.605988	1.5500196	1	39	1	2	27	1	3850.156007	6	1	3849.090287	0.6832467
3850.156007	1.5502333	1	40	1	2	28	1	3851.706241	5	1	3850.640517	0.5860846
3851.706241	1.5500811	1	41	1	2	29	2	3853.256322	5	1	3852.190579	0.3922684
3853.256322	1.5501145	1	42	1	2	30	1	3854.806436	5	0	3853.740803	0.4894376
3854.806436	1.550147	1	43	1	2	31	1	3856.356583	6	1	3855.290921	0.6833389
3856.356583	1.5501918	1	44	1	2	32	1	3857.906775	6	0	3856.841102	0.6830608
3857.906775	1.5500413	1	45	9	3	1	3	3859.456816	n/a	n/a	n/a	n/a
3859.456816	1.5505857	1	46	9	3	2	3	3861.007402	n/a	n/a	n/a	n/a
3861.007402	1.549953	1	47	9	3	3	3	3862.557355	n/a	n/a	n/a	n/a
3862.557355	1.55017	1	48	9	3	4	3	3864.107525	n/a	n/a	n/a	n/a
