onset	duration	run_number	trial_number	bar_direction	bar_period	bar_step	stim_noise_ori	trial_offset	stim_stair_val	response_val	probe_time	reaction_time
8047.765184	1.5981612	2	1	9	1	1	3	8049.363345	n/a	n/a	n/a	n/a
8049.363345	1.5997899	2	2	9	1	2	3	8050.963135	n/a	n/a	n/a	n/a
8050.963135	1.5997826	2	3	9	1	3	3	8052.562918	n/a	n/a	n/a	n/a
8052.562918	1.59978	2	4	9	1	4	3	8054.162698	n/a	n/a	n/a	n/a
8054.162698	1.5997737	2	5	9	1	5	3	8055.762471	n/a	n/a	n/a	n/a
8055.762471	1.5997807	2	6	9	1	6	3	8057.362252	n/a	n/a	n/a	n/a
8057.362252	1.5997438	2	7	9	1	7	3	8058.961996	n/a	n/a	n/a	n/a
8058.961996	1.5998199	2	8	9	1	8	3	8060.561816	n/a	n/a	n/a	n/a
8060.561816	1.5998086	2	9	9	1	9	3	8062.161624	n/a	n/a	n/a	n/a
8062.161624	1.59974	2	10	9	1	10	3	8063.761364	n/a	n/a	n/a	n/a
8063.761364	1.5997874	2	11	9	1	11	3	8065.361152	n/a	n/a	n/a	n/a
8065.361152	1.5997683	2	12	9	1	12	3	8066.96092	n/a	n/a	n/a	n/a
8066.96092	1.5997805	2	13	9	1	13	3	8068.560701	n/a	n/a	n/a	n/a
8068.560701	1.5997945	2	14	9	1	14	3	8070.160495	n/a	n/a	n/a	n/a
8070.160495	1.5997734	2	15	9	1	15	3	8071.760268	n/a	n/a	n/a	n/a
8071.760268	1.5997776	2	16	9	1	16	3	8073.360046	n/a	n/a	n/a	n/a
8073.360046	1.5997666	2	17	1	2	1	1	8074.959813	10	n/a	8073.859973	n/a
8074.959813	1.5997838	2	18	1	2	2	2	8076.559596	10	n/a	8075.459749	n/a
8076.559596	1.5997782	2	19	1	2	3	1	8078.159375	10	n/a	8077.059536	n/a
8078.159375	1.599774	2	20	1	2	4	2	8079.759149	10	0	8078.659308	0.9104558
8079.759149	1.5996763	2	21	1	2	5	1	8081.358825	11	0	8080.25909	0.9044539
8081.358825	1.5998789	2	22	1	2	6	2	8082.958704	12	1	8081.858858	0.911925
8082.958704	1.5997448	2	23	1	2	7	1	8084.558449	12	1	8083.458613	0.9115074
8084.558449	1.5998127	2	24	1	2	8	1	8086.158261	12	1	8085.05842	0.9106437
8086.158261	1.5997847	2	25	1	2	9	1	8087.758046	11	1	8086.658196	1.0131181
8087.758046	1.5997762	2	26	1	2	10	1	8089.357822	11	1	8088.257969	0.9143538
8089.357822	1.5997672	2	27	1	2	11	1	8090.957589	11	1	8089.857797	0.8165810745
8090.957589	1.5997761	2	28	1	2	12	2	8092.557365	10	1	8091.457511	0.8112762
8092.557365	1.5997838	2	29	1	2	13	1	8094.157149	10	1	8093.057295	0.7110126
8094.157149	1.5997774	2	30	1	2	14	2	8095.756927	10	1	8094.657073	0.8131019
8095.756927	1.5997651	2	31	1	2	15	1	8097.356692	9	1	8096.256808	0.8106098
8097.356692	1.5998007	2	32	1	2	16	1	8098.956493	9	1	8097.856596	0.9113791
8098.956493	1.5996923	2	33	1	2	17	1	8100.556185	9	1	8099.456415	0.9106205
8100.556185	1.5998303	2	34	1	2	18	2	8102.156015	8	1	8101.056175	0.813911
8102.156015	1.5997968	2	35	1	2	19	2	8103.755812	8	1	8102.655979	0.8102304
8103.755812	1.5996579	2	36	1	2	20	2	8105.35547	8	1	8104.25573	0.8114476
8105.35547	1.5999086	2	37	1	2	21	1	8106.955378	7	1	8105.855546	0.6109143
8106.955378	1.5997878	2	38	1	2	22	2	8108.555166	7	1	8107.455319	0.7106078
8108.555166	1.5997786	2	39	1	2	23	1	8110.154945	7	1	8109.055126	0.6102891436
8110.154945	1.5997764	2	40	1	2	24	2	8111.754721	6	1	8110.654876	0.5105327
8111.754721	1.599817056	2	41	1	2	25	2	8113.354538	6	1	8112.254652	0.6111596
8113.354538	1.599739244	2	42	1	2	26	1	8114.954277	6	1	8113.854436	0.7090263
8114.954277	1.5997659	2	43	1	2	27	1	8116.554043	5	0	8115.454197	0.810644
8116.554043	1.599837504	2	44	1	2	28	1	8118.153881	6	1	8117.053997	0.7175041
8118.153881	1.599736196	2	45	1	2	29	2	8119.753617	6	1	8118.653751	0.6170325
8119.753617	1.5997807	2	46	1	2	30	1	8121.353398	6	1	8120.253541	0.727338
8121.353398	1.599771	2	47	1	2	31	2	8122.953169	5	1	8121.853298	0.6273136
8122.953169	1.5997639	2	48	1	2	32	1	8124.552933	5	1	8123.453098	0.5263593
8124.552933	1.5997999	2	49	9	3	1	3	8126.152733	n/a	n/a	n/a	n/a
8126.152733	1.5997787	2	50	9	3	2	3	8127.752511	n/a	n/a	n/a	n/a
8127.752511	1.5997733	2	51	9	3	3	3	8129.352285	n/a	n/a	n/a	n/a
8129.352285	1.5997755	2	52	9	3	4	3	8130.95206	n/a	n/a	n/a	n/a
8130.95206	1.5997769	2	53	9	3	5	3	8132.551837	n/a	n/a	n/a	n/a
8132.551837	1.5997748	2	54	9	3	6	3	8134.151612	n/a	n/a	n/a	n/a
8134.151612	1.5997957	2	55	9	3	7	3	8135.751407	n/a	n/a	n/a	n/a
8135.751407	1.5997698	2	56	9	3	8	3	8137.351177	n/a	n/a	n/a	n/a
8137.351177	1.5997879	2	57	9	3	9	3	8138.950965	n/a	n/a	n/a	n/a
8138.950965	1.5997831	2	58	9	3	10	3	8140.550748	n/a	n/a	n/a	n/a
8140.550748	1.5997403	2	59	9	3	11	3	8142.150489	n/a	n/a	n/a	n/a
8142.150489	1.5997544	2	60	9	3	12	3	8143.750243	n/a	n/a	n/a	n/a
8143.750243	1.5996584	2	61	9	3	13	3	8145.349901	n/a	n/a	n/a	n/a
8145.349901	1.5999224	2	62	9	3	14	3	8146.949824	n/a	n/a	n/a	n/a
8146.949824	1.5995852	2	63	9	3	15	3	8148.549409	n/a	n/a	n/a	n/a
8148.549409	1.5999723	2	64	9	3	16	3	8150.149381	n/a	n/a	n/a	n/a
8150.149381	1.5997965	2	65	3	4	1	1	8151.749178	5	1	8150.649311	0.625025
8151.749178	1.5997864	2	66	3	4	2	1	8153.348964	4	1	8152.249114	0.61769
8153.348964	1.5997856	2	67	3	4	3	2	8154.94875	4	1	8153.84889	0.7367163
8154.94875	1.5997596	2	68	3	4	4	2	8156.548509	4	1	8155.448674	0.6306373
8156.548509	1.5997937	2	69	3	4	5	2	8158.148303	3	1	8157.04848	0.6197482
8158.148303	1.5997871	2	70	3	4	6	1	8159.74809	3	1	8158.648231	0.7317689
8159.74809	1.5997641	2	71	3	4	7	1	8161.347854	3	1	8160.248015	0.6321759
8161.347854	1.5997757	2	72	3	4	8	1	8162.94763	2	0	8161.847765	0.7181036
8162.94763	1.5997795	2	73	3	4	9	2	8164.547409	3	n/a	8163.447572	n/a
8164.547409	1.5997822	2	74	3	4	10	1	8166.147192	3	n/a	8165.047354	n/a
8166.147192	1.5997765	2	75	3	4	11	2	8167.746968	3	n/a	8166.647128	n/a
8167.746968	1.599786	2	76	3	4	12	2	8169.346754	3	n/a	8168.246899	n/a
8169.346754	1.5997799	2	77	3	4	13	2	8170.946534	3	n/a	8169.846704	n/a
8170.946534	1.5997753	2	78	3	4	14	1	8172.546309	3	n/a	8171.446508	n/a
8172.546309	1.5997927	2	79	3	4	15	1	8174.146102	3	n/a	8173.046244	n/a
8174.146102	1.5997781	2	80	3	4	16	1	8175.74588	3	n/a	8174.646019	n/a
8175.74588	1.5997675	2	81	3	4	17	1	8177.345648	3	n/a	8176.2458	n/a
