onset	duration	run_number	trial_number	bar_direction	bar_period	bar_step	stim_noise_ori	trial_offset	stim_stair_val	response_val	probe_time	reaction_time
8174.577378	1.5503238	1	1	9	1	1	3	8176.127702	n/a	n/a	n/a	n/a
8176.127702	1.551889	1	2	9	1	2	3	8177.679591	n/a	n/a	n/a	n/a
8177.679591	1.5502003	1	3	9	1	3	3	8179.229791	n/a	n/a	n/a	n/a
8179.229791	1.5502905	1	4	9	1	4	3	8180.780082	n/a	n/a	n/a	n/a
8180.780082	1.5505631	1	5	9	1	5	3	8182.330645	n/a	n/a	n/a	n/a
8182.330645	1.5501386	1	6	9	1	6	3	8183.880784	n/a	n/a	n/a	n/a
8183.880784	1.5503567	1	7	9	1	7	3	8185.43114	n/a	n/a	n/a	n/a
8185.43114	1.5501317	1	8	9	1	8	3	8186.981272	n/a	n/a	n/a	n/a
8186.981272	1.5503445	1	9	9	1	9	3	8188.531617	n/a	n/a	n/a	n/a
8188.531617	1.5505278	1	10	9	1	10	3	8190.082144	n/a	n/a	n/a	n/a
8190.082144	1.5505041	1	11	9	1	11	3	8191.632648	n/a	n/a	n/a	n/a
8191.632648	1.5503981	1	12	9	1	12	3	8193.183047	n/a	n/a	n/a	n/a
8193.183047	1.5503632	1	13	1	2	1	2	8194.73341	9	0	8193.667576	0.1246134
8194.73341	1.5502097	1	14	1	2	2	1	8196.283619	10	1	8195.21789	0.9737089
8196.283619	1.5503792	1	15	1	2	3	1	8197.833999	10	1	8196.76828	0.5862975
8197.833999	1.550063	1	16	1	2	4	2	8199.384062	10	1	8198.318274	0.5866413
8199.384062	1.550464	1	17	1	2	5	2	8200.934526	9	1	8199.868471	0.5870394
8200.934526	1.5503464	1	18	1	2	6	1	8202.484872	9	1	8201.418934	0.4902677
8202.484872	1.5502738	1	19	1	2	7	2	8204.035146	9	1	8202.969348	0.4901684
8204.035146	1.5498932	1	20	1	2	8	1	8205.585039	8	1	8204.519336	0.3939582
8205.585039	1.5503292	1	21	1	2	9	1	8207.135368	8	1	8206.069643	0.5867788
8207.135368	1.5500866	1	22	1	2	10	1	8208.685455	8	1	8207.619558	0.5867805
8208.685455	1.5502084	1	23	1	2	11	1	8210.235663	7	0	8209.169822	0.4898052
8210.235663	1.5498558	1	24	1	2	12	2	8211.785519	8	1	8210.719945	0.5874303
8211.785519	1.5503895	1	25	1	2	13	1	8213.335909	8	1	8212.270038	0.5871273
8213.335909	1.5500234	1	26	1	2	14	1	8214.885932	8	1	8213.820287	0.6832959
8214.885932	1.550121	1	27	1	2	15	2	8216.436053	7	1	8215.370286	0.5866282
8216.436053	1.550297	1	28	1	2	16	2	8217.98635	7	1	8216.920321	0.5869682
8217.98635	1.5500214	1	29	1	2	17	2	8219.536371	7	1	8218.470978	0.7805486
8219.536371	1.5505148	1	30	1	2	18	1	8221.086886	6	1	8220.020951	0.7807173
8221.086886	1.5502532	1	31	1	2	19	2	8222.637139	6	1	8221.571363	0.9744151
8222.637139	1.5497625	1	32	1	2	20	1	8224.186902	6	1	8223.121373	0.973608
8224.186902	1.5501524	1	33	1	2	21	1	8225.737054	5	n/a	8224.671782	n/a
8225.737054	1.5502542	1	34	1	2	22	2	8227.287308	5	1	8226.221771	0.9739083
8227.287308	1.5506095	1	35	1	2	23	1	8228.837918	5	n/a	8227.772032	n/a
8228.837918	1.5497952	1	36	1	2	24	1	8230.387713	5	n/a	8229.322312	n/a
8230.387713	1.5502569	1	37	1	2	25	2	8231.93797	5	n/a	8230.872554	n/a
8231.93797	1.5505041	1	38	1	2	26	2	8233.488474	5	n/a	8232.422518	n/a
8233.488474	1.5505483	1	39	1	2	27	2	8235.039022	5	n/a	8233.972964	n/a
8235.039022	1.5503036	1	40	1	2	28	1	8236.589326	5	n/a	8235.523523	n/a
8236.589326	1.5500984	1	41	1	2	29	2	8238.139424	5	n/a	8237.073626	n/a
8238.139424	1.5500102	1	42	1	2	30	2	8239.689435	5	n/a	8238.623792	n/a
8239.689435	1.5498085	1	43	1	2	31	1	8241.239243	5	0	8240.173794	0.973716
8241.239243	1.5505057	1	44	1	2	32	2	8242.789749	6	0	8241.723845	0.5868317
8242.789749	1.5500933	1	45	9	3	1	3	8244.339842	n/a	n/a	n/a	n/a
8244.339842	1.5500368	1	46	9	3	2	3	8245.889879	n/a	n/a	n/a	n/a
8245.889879	1.5502202	1	47	9	3	3	3	8247.440099	n/a	n/a	n/a	n/a
8247.440099	1.5504506	1	48	9	3	4	3	8248.99055	n/a	n/a	n/a	n/a
8248.99055	1.5504245	1	49	9	3	5	3	8250.540974	n/a	n/a	n/a	n/a
8250.540974	1.5500237	1	50	9	3	6	3	8252.090998	n/a	n/a	n/a	n/a
8252.090998	1.5501567	1	51	9	3	7	3	8253.641155	n/a	n/a	n/a	n/a
8253.641155	1.5500222	1	52	9	3	8	3	8255.191177	n/a	n/a	n/a	n/a
8255.191177	1.5498577	1	53	9	3	9	3	8256.741035	n/a	n/a	n/a	n/a
8256.741035	1.550789	1	54	9	3	10	3	8258.291824	n/a	n/a	n/a	n/a
8258.291824	1.5499668	1	55	9	3	11	3	8259.84179	n/a	n/a	n/a	n/a
8259.84179	1.5502802	1	56	9	3	12	3	8261.392071	n/a	n/a	n/a	n/a
8261.392071	1.5501645	1	57	3	4	1	2	8262.942235	7	n/a	8261.876559	n/a
8262.942235	1.5499163	1	58	3	4	2	1	8264.492151	7	0	8263.426595	0.3925499
8264.492151	1.5506208	1	59	3	4	3	2	8266.042772	8	0	8264.976968	0.1986086
8266.042772	1.5503939	1	60	3	4	4	2	8267.593166	9	1	8266.527185	0.1990717
8267.593166	1.5497706	1	61	3	4	5	2	8269.142937	9	0	8268.077411	0.3929616
8269.142937	1.5503243	1	62	3	4	6	2	8270.693261	10	1	8269.627236	0.1031728
8270.693261	1.5504877	1	63	3	4	7	2	8272.243749	10	0	8271.177662	n/a
8272.243749	1.5502014	1	64	3	4	8	1	8273.79395	11	0	8272.728266	n/a
