onset	duration	run_number	trial_number	bar_direction	bar_period	bar_step	stim_noise_ori	trial_offset	stim_stair_val	response_val	probe_time	reaction_time
100127.6548	1.2053268	1	1	9	1	1	3	100128.8601	n/a	n/a	n/a	n/a
100128.8601	1.2253952	1	2	9	1	2	3	100130.0855	n/a	n/a	n/a	n/a
100130.0855	1.2004086	1	3	9	1	3	3	100131.2859	n/a	n/a	n/a	n/a
100131.2859	1.2004458	1	4	9	1	4	3	100132.4863	n/a	n/a	n/a	n/a
100132.4863	1.2003407	1	5	9	1	5	3	100133.6867	n/a	n/a	n/a	n/a
100133.6867	1.2003902	1	6	9	1	6	3	100134.8871	n/a	n/a	n/a	n/a
100134.8871	1.2004139	1	7	9	1	7	3	100136.0875	n/a	n/a	n/a	n/a
100136.0875	1.200322	1	8	9	1	8	3	100137.2878	n/a	n/a	n/a	n/a
100137.2878	1.2004333	1	9	9	1	9	3	100138.4882	n/a	n/a	n/a	n/a
100138.4882	1.2005194	1	10	9	1	10	3	100139.6888	n/a	n/a	n/a	n/a
100139.6888	1.2003098	1	11	9	1	11	3	100140.8891	n/a	n/a	n/a	n/a
100140.8891	1.2003448	1	12	9	1	12	3	100142.0894	n/a	n/a	n/a	n/a
100142.0894	1.2004214	1	13	9	1	13	3	100143.2898	n/a	n/a	n/a	n/a
100143.2898	1.2004458	1	14	9	1	14	3	100144.4903	n/a	n/a	n/a	n/a
100144.4903	1.2003019	1	15	9	1	15	3	100145.6906	n/a	n/a	n/a	n/a
100145.6906	1.2004325	1	16	9	1	16	3	100146.891	n/a	n/a	n/a	n/a
100146.891	1.2004391	1	17	1	2	1	1	100148.0915	9	1	100147.2912	0.7161835
100148.0915	1.2004837	1	18	1	2	2	2	100149.2919	9	1	100148.4916	0.5158792
100149.2919	1.2003048	1	19	1	2	3	1	100150.4923	9	1	100149.692	0.4169092
100150.4923	1.2004145	1	20	1	2	4	2	100151.6927	8	1	100150.8923	0.4171096
100151.6927	1.2003871	1	21	1	2	5	1	100152.8931	8	1	100152.0928	0.6188417
100152.8931	1.2003994	1	22	1	2	6	1	100154.0935	8	1	100153.2932	0.6155401
100154.0935	1.2004157	1	23	1	2	7	2	100155.2939	7	1	100154.4936	0.5157875
100155.2939	1.2003413	1	24	1	2	8	2	100156.4942	7	1	100155.694	0.4170552
100156.4942	1.2004605	1	25	1	2	9	2	100157.6947	7	0	100156.8944	0.4389984
100157.6947	1.2003512	1	26	1	2	10	1	100158.895	8	1	100158.0948	0.4167602
100158.895	1.200431	1	27	1	2	11	2	100160.0955	8	1	100159.2951	0.4487621
100160.0955	1.2004003	1	28	1	2	12	2	100161.2959	8	1	100160.4956	0.4164158
100161.2959	1.2004011	1	29	1	2	13	1	100162.4963	7	1	100161.696	0.4160089
100162.4963	1.20041	1	30	1	2	14	1	100163.6967	7	1	100162.8964	0.4324068
100163.6967	1.200372	1	31	1	2	15	1	100164.897	7	1	100164.0969	0.5154521
100164.897	1.2004909	1	32	1	2	16	2	100166.0975	6	1	100165.2972	0.4154943
100166.0975	1.2003366	1	33	1	2	17	1	100167.2979	6	1	100166.4976	0.5151778
100167.2979	1.2003974	1	34	1	2	18	1	100168.4983	6	1	100167.698	0.5152882
100168.4983	1.200391	1	35	1	2	19	2	100169.6987	5	0	100168.8984	0.6144044
100169.6987	1.2004717	1	36	1	2	20	1	100170.8991	6	1	100170.0989	0.5149696
100170.8991	1.2003294	1	37	1	2	21	1	100172.0995	6	1	100171.2992	0.5153721
100172.0995	1.2004263	1	38	1	2	22	2	100173.2999	6	1	100172.4997	0.6161259
100173.2999	1.2003705	1	39	1	2	23	2	100174.5003	5	1	100173.7	0.6150153
100174.5003	1.2003945	1	40	1	2	24	2	100175.7006	5	1	100174.9004	0.6153905
