onset	duration	run_number	trial_number	bar_direction	bar_period	bar_step	stim_noise_ori	trial_offset	stim_stair_val	response_val	probe_time	reaction_time
4849.114387	1.5507434	3	1	9	1	1	3	4850.66513	n/a	n/a	n/a	n/a
4850.66513	1.5505258	3	2	9	1	2	3	4852.215656	n/a	n/a	n/a	n/a
4852.215656	1.5505777	3	3	9	1	3	3	4853.766234	n/a	n/a	n/a	n/a
4853.766234	1.5499285	3	4	9	1	4	3	4855.316162	n/a	n/a	n/a	n/a
4855.316162	1.5503562	3	5	9	1	5	3	4856.866518	n/a	n/a	n/a	n/a
4856.866518	1.5498452	3	6	9	1	6	3	4858.416364	n/a	n/a	n/a	n/a
4858.416364	1.5502865	3	7	9	1	7	3	4859.96665	n/a	n/a	n/a	n/a
4859.96665	1.5499451	3	8	9	1	8	3	4861.516595	n/a	n/a	n/a	n/a
4861.516595	1.550675	3	9	9	1	9	3	4863.06727	n/a	n/a	n/a	n/a
4863.06727	1.5502086	3	10	9	1	10	3	4864.617479	n/a	n/a	n/a	n/a
4864.617479	1.5504514	3	11	9	1	11	3	4866.16793	n/a	n/a	n/a	n/a
4866.16793	1.5508433	3	12	9	1	12	3	4867.718774	n/a	n/a	n/a	n/a
4867.718774	1.5500168	3	13	1	2	1	2	4869.26879	6	n/a	4868.203063	n/a
4869.26879	1.5501779	3	14	1	2	2	2	4870.818968	6	1	4869.753192	0.6834233
4870.818968	1.5504359	3	15	1	2	3	2	4872.369404	6	0	4871.303595	0.683557
4872.369404	1.5502509	3	16	1	2	4	2	4873.919655	7	1	4872.85391	0.5865418
4873.919655	1.5500885	3	17	1	2	5	1	4875.469744	7	1	4874.404052	0.4895262
4875.469744	1.5502396	3	18	1	2	6	1	4877.019983	7	1	4875.954144	0.4901874
4877.019983	1.5505031	3	19	1	2	7	1	4878.570486	6	1	4877.504327	0.5865941
4878.570486	1.550006	3	20	1	2	8	2	4880.120492	6	1	4879.054665	0.49008
4880.120492	1.5501613	3	21	1	2	9	1	4881.670654	6	1	4880.604791	0.4908271
4881.670654	1.5503258	3	22	1	2	10	2	4883.220979	5	1	4882.155165	0.587053
4883.220979	1.5503499	3	23	1	2	11	1	4884.771329	5	1	4883.705671	0.3929688
4884.771329	1.5499159	3	24	1	2	12	1	4886.321245	5	1	4885.255468	0.4904783
4886.321245	1.5501723	3	25	1	2	13	1	4887.871417	4	1	4886.805809	0.5864192
4887.871417	1.5501337	3	26	1	2	14	2	4889.421551	4	1	4888.355801	0.4907783
4889.421551	1.5502675	3	27	1	2	15	1	4890.971819	4	1	4889.906124	0.4900113
4890.971819	1.5500336	3	28	1	2	16	1	4892.521852	3	0	4891.456267	0.3938373
